"UID1_ProvidersResKey","E306_ProviderCode","E781_ProviderType","UID3_CoursesOfStudyResKey","E533_CourseOfStudyCode","E394_CourseOfStudyName","E310_CourseOfStudyType","E350_CourseOfStudyLoad","E455_CombinedCourseOfStudyIndicator"
35,1055,"HEP",21838,"70180","Bachelor of Science(Agriculture) and Bachelor of Economics or Commerce",10,"5.0",1
35,1055,"HEP",21839,"10160","Bachelor of Arts and Bachelor of Jurisprudence",10,"4.0",1
35,1055,"HEP",21840,"10180","Bachelor of Arts and Bachelor of Laws",10,"5.0",1
35,1055,"HEP",21841,"50540","Master of Psychology and Graduate Diploma in Education",4,"2.0",1
35,1055,"HEP",21842,"50160","Bachelor of Science and Bachelor of Jurisprudence",10,"4.0",1
35,1055,"HEP",21843,"50170","Bachelor of Science and Bachelor of Laws",10,"5.0",1
35,1055,"HEP",21844,"40170","Bachelor of Commerce and Bachelor of Laws",10,"5.0",1
35,1055,"HEP",21845,"40180","Bachelor of Economics and Bachelor of Laws",10,"5.0",1
35,1055,"HEP",21846,"90810","Doctor of Physiotherapy",2,"4.0",0
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",41,"NULL",0
35,1055,"HEP",21848,"00820","Doctor of Philosophy and Master of Psychology",2,"4.0",1
35,1055,"HEP",21849,"00880","Master of Forensic Science and Doctor of Philosophy",2,"4.0",1
35,1055,"HEP",21850,"00840","Master of Clinical Audiology and Doctor of Philosophy",2,"4.0",1
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",2,"4.0",1
35,1055,"HEP",21852,"10260","Bachelor of Music and Bachelor of Education",10,"4.0",1
35,1055,"HEP",21853,"10250","Bachelor of Arts and Bachelor of Education",10,"4.0",1
35,1055,"HEP",21854,"10220","Bachelor of Arts and Bachelor of Commerce",10,"4.0",1
35,1055,"HEP",21855,"10230","Bachelor of Arts and Bachelor of Economics",10,"4.0",1
35,1055,"HEP",21856,"11160","Bachelor of Music and Bachelor of Education",10,"5.2",1
35,1055,"HEP",21857,"20150","Bachelor of Laws and Bachelor of Arts",10,"5.0",1
35,1055,"HEP",21858,"20190","Bachelor of Laws and Bachelor of Arts (Asian Studies)",10,"5.0",1
35,1055,"HEP",21859,"20180","Bachelor of Laws and Bachelor of Science",10,"5.0",1
35,1055,"HEP",21860,"20170","Bachelor of Laws and Bachelor of Economics",10,"5.0",1
35,1055,"HEP",21861,"20160","Bachelor of Laws and Bachelor of Commerce",10,"5.0",1
35,1055,"HEP",21862,"40130","Bachelor of Economics or Commerce and Bachelor of Education",10,"4.0",1
35,1055,"HEP",21863,"40160","Bachelor of Arts (Asian Studies) and Bachelor of Economics",10,"4.0",1
35,1055,"HEP",21864,"40150","Bachelor of Arts (Asian Studies) and Bachelor of Commerce",10,"4.0",1
35,1055,"HEP",21865,"71280","Graduate Certificate in Rural Development Planning",11,"0.5",0
35,1055,"HEP",21866,"90130","Bachelor of Medicine & Bachelor of Surgery and Bachelor of Arts",10,"7.0",1
35,1055,"HEP",21867,"60920","Doctor of Engineering in Information and Communications Technology",2,"4.0",0
35,1055,"HEP",21868,"61180","Bachelor of Computer Science and Bachelor of Commerce or Economics",10,"4.5",1
35,1055,"HEP",21869,"60140","Bachelor of Engineering and Bachelor of Commerce",10,"5.0",1
35,1055,"HEP",21870,"60100","Bachelor of Computer & Mathematical Sciences and Bachelor of Engineering",10,"5.0",1
35,1055,"HEP",21871,"60210","Bachelor of Engineering and Bachelor of Arts",10,"5.0",1
35,1055,"HEP",21872,"60150","Bachelor of Engineering and Bachelor of Arts (Asian Studies)",10,"5.0",1
35,1055,"HEP",21873,"51100","Bachelor of Music and Bachelor of Science",10,"5.0",1
35,1055,"HEP",21874,"51170","Bachelor of Science and Bachelor of Economics or Commerce",10,"4.5",1
35,1055,"HEP",21875,"41190","Bachelor of Music and Bachelor of Economics",10,"5.0",1
35,1055,"HEP",21876,"41130","Bachelor of Economics or Commerce and Bachelor of Education",10,"4.3",1
35,1055,"HEP",21877,"50090","Bachelor of Arts and Bachelor of Science",10,"4.0",1
35,1055,"HEP",21878,"50220","Bachelor of Science and Bachelor of Economics or Commerce",10,"4.0",1
35,1055,"HEP",21879,"50230","Bachelor of Science and Bachelor of Education",10,"4.0",1
35,1055,"HEP",21880,"50130","Bachelor of Science and Bachelor of Engineering",10,"5.0",1
35,1055,"HEP",21881,"50210","Bachelor of Health Science and Bachelor of Commerce or Economics",10,"5.0",1
35,1055,"HEP",22366,"01810","Doctor of Philosophy and Master of Infectious Diseases - Research",2,"4.0",0
35,1055,"HEP",22367,"50842","Doctor of Psychology",12,"3.0",0
35,1055,"HEP",22368,"00120","Enabling Programme (Uni Smart Start, Albany)",30,"1.0",0
35,1055,"HEP",24162,"61230","Graduate Certificate in Engineering in Microelectronics",11,"0.5",0
35,1055,"HEP",24163,"60380","Graduate Diploma in Engineering in Information and Communications Techno",7,"1.0",0
35,1055,"HEP",24164,"61330","Graduate Diploma in Engineering in Microelectronics",7,"1.0",0
35,1055,"HEP",24165,"41660","Master of Human Resources and Employment Relations - Coursework",4,"1.5",0
35,1055,"HEP",24166,"41670","Master of Business Information Management - Coursework",4,"1.5",0
35,1055,"HEP",24167,"41680","Master of Commerce - Coursework",4,"1.5",0
35,1055,"HEP",24168,"41690","Master of Marketing - Coursework",4,"1.5",0
35,1055,"HEP",24169,"42520","Master of Business Administration - Coursework",4,"1.5",0
35,1055,"HEP",24170,"42530","Master of Business Administration (Advanced) - Coursework",4,"2.0",0
35,1055,"HEP",24171,"90580","Master of Health Professions Education (online)",4,"1.5",0
35,1055,"HEP",24172,"90590","Master of Podiatric Medicine - Coursework and Dissertation",4,"1.5",0
35,1055,"HEP",24173,"91520","Master of Public Health Practice",4,"2.0",0
35,1055,"HEP",24174,"42310","Graduate Diploma in Business",7,"0.8",0
35,1055,"HEP",24175,"11190","Bachelor of Laws and Bachelor of Music",10,"7.0",1
35,1055,"HEP",24176,"12100","Bachelor of Music and Bachelor of Science",10,"5.4",1
35,1055,"HEP",24177,"12110","Bachelor of Arts and Master of Teaching - Undergraduate",10,"3.0",1
35,1055,"HEP",24178,"52110","Bachelor of Science and Master of Teaching - Undergraduate",10,"3.0",1
35,1055,"HEP",24179,"62110","Bachelor of Engineering and Bachelor of Engineering",10,"6.0",1
35,1055,"HEP",24180,"61260","Graduate Certificate in Energy Systems Engineering",11,"0.5",0
35,1055,"HEP",24181,"31540","Master of Teaching (Primary) - Coursework",4,"2.0",0
35,1055,"HEP",24182,"31550","Master of Teaching (Secondary) - Coursework",4,"2.0",0
35,1055,"HEP",24183,"31570","Bachelor of Arts and Master of Teaching - Postgraduate",4,"2.0",1
35,1055,"HEP",24184,"31580","Bachelor of Science and Master of Teaching - Postgraduate",4,"2.0",1
35,1055,"HEP",24185,"40612","Master of Professional Accounting - Coursework",4,"1.5",0
35,1055,"HEP",24186,"41560","Master of Business Research",4,"1.0",0
35,1055,"HEP",24187,"1000U","Not for Degree (Arts)",41,"NULL",0
35,1055,"HEP",24188,"30030","Cross Institutional (Education) Murdoch",42,"0.0",0
35,1055,"HEP",24269,"53520","Master of Human Biology - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",24270,"40240","Graduate Certificate in Technology Commercialisation",11,"0.5",0
35,1055,"HEP",24271,"51210","Graduate Certificate in Adult Sleep Science",11,"0.5",0
35,1055,"HEP",24272,"90830","Doctor of Clinical Podiatry",12,"4.0",0
35,1055,"HEP",24288,"21172","Bachelor of Arts (Communication Studies) and Bachelor of Laws",10,"6.1",1
35,1055,"HEP",24289,"61132","Bachelor of Engineering and Bachelor of Arts (Communication Studies)",10,"5.6",1
35,1055,"HEP",24290,"90172","Bachelor of Medical Science and Bachelor of Medicine & Bachelor of Surge",10,"6.6",1
35,1055,"HEP",24336,"90160","Bachelor of Medicine and Bachelor of Surgery - Graduate",8,"5.0",0
35,1055,"HEP",24516,"6014H","Bachelor of Engineering and Bachelor of Commerce (Honours)",9,"5.0",1
35,1055,"HEP",24517,"8015H","Bachelor of Dental Science (Five Year) (Honours)",9,"5.0",0
35,1055,"HEP",24518,"6116H","Bachelor of Computer Science and Bachelor of Engineering (Honours)",9,"5.0",1
35,1055,"HEP",24519,"6110H","Bachelor of Computer and Mathematical Sciences and Bachelor of Engineeri",9,"5.0",1
35,1055,"HEP",24520,"5022H","Bachelor of Science and Bachelor of Economics or Commerce (Honours)",9,"4.0",1
35,1055,"HEP",24521,"1118H","Bachelor of Music Education (Honours)",9,"4.0",0
35,1055,"HEP",24522,"7114H","Bachelor of Science(Agriculture) and Bachelor of Economics or Commerce (",9,"5.0",1
35,1055,"HEP",24523,"2119H","Bachelor of Laws - Graduate (Honours)",8,"3.8",0
35,1055,"HEP",24524,"7112H","Bachelor of Science and Bachelor of Commerce (Honours)",9,"5.1",1
35,1055,"HEP",24525,"6010H","Bachelor of Computer & Mathematical Sciences and Bachelor of Engineering",9,"5.0",1
35,1055,"HEP",24526,"6021H","Bachelor of Engineering and Bachelor of Arts (Honours)",9,"5.0",1
35,1055,"HEP",24527,"6114H","Bachelor of Engineering and Bachelor of Commerce (Honours)",9,"5.2",1
35,1055,"HEP",24528,"1117H","Bachelor of Music and Bachelor of Arts (Honours)",9,"4.0",1
35,1055,"HEP",24529,"7102H","Bachelor of Science(Agriculture) and Bachelor of Commerce (Honours)",9,"0.5",1
35,1055,"HEP",24530,"7111H","Bachelor of Science and Bachelor of Economics (Honours)",9,"5.1",1
35,1055,"HEP",24531,"9017H","Bachelor of Medical Science and Bachelor of Medicine & Bachelor of Surge",9,"6.8",1
35,1055,"HEP",24532,"9102H","Bachelor of Health Science and Bachelor of Commerce (Honours)",9,"5.6",1
35,1055,"HEP",24821,"31652","Master of Educational Management - Thesis & Coursework",3,"2.0",0
35,1055,"HEP",24822,"31702","Master of Education - Thesis & Coursework",3,"2.0",0
35,1055,"HEP",24823,"613702","Graduate Diploma in Business and Engineering Asset Management",7,"0.8",0
35,1055,"HEP",24824,"615702","Master of Business and Engineering Asset Management",4,"1.5",0
35,1055,"HEP",24825,"53530","Master of Science - Coursework & Dissertation",4,"2.0",0
35,1055,"HEP",24826,"90640","Master of Neurological Rehabilitation - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",24827,"41210","Graduate Certificate in Business",11,"0.5",0
35,1055,"HEP",24828,"42570","Master of Business Leadership - Coursework",4,"0.8",0
35,1055,"HEP",24829,"42590","Master of Business Strategy - Coursework",4,"0.8",0
35,1055,"HEP",24830,"50770","Master of Forensic Science - Research",3,"2.0",0
35,1055,"HEP",24831,"70540","Master of Science - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",24832,"00150","Mathematics Enabling Course",30,"0.1",0
35,1055,"HEP",24833,"31622","Master of Special Education by Thesis & Coursework",3,"2.0",0
35,1055,"HEP",24868,"91510","Master of Nursing Science - Coursework",4,"2.0",0
35,1055,"HEP",25732,"2500N","Non-Award (Architecture)",50,"NULL",0
35,1055,"HEP",25733,"6013M","Bachelor of Computer Science (Provisional Entry)",10,"0.5",0
35,1055,"HEP",25734,"7010M","Bachelor of Science (Provisional Entry)",10,"0.5",0
35,1055,"HEP",25735,"7103M","Bachelor of Science in Restoration Ecology (Provisional Entry)",10,"0.5",0
35,1055,"HEP",25736,"71152","Bachelor of Engineering and Bachelor of Science in Agriculture",10,"6.1",1
35,1055,"HEP",25737,"90660","Master of Surgery - Thesis and Coursework",3,"1.5",0
35,1055,"HEP",25738,"90680","Master of Rural and Remote Medicine - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",25739,"90690","Master of Aboriginal Health - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",25740,"90780","Master of Rural and Remote Medicine - Research",3,"2.0",0
35,1055,"HEP",25741,"90840","Doctor of Clinical Dentistry",12,"4.0",0
35,1055,"HEP",25742,"91640","Master of Neurological Rehabilitation (Paediatrics) - Thesis and Coursew",3,"2.0",0
35,1055,"HEP",25743,"1011M","Bachelor of Arts (Provisional Entry)",10,"0.5",0
35,1055,"HEP",25744,"1020M","Bachelor of Arts (Asian Studies) (Provisional Entry)",10,"0.5",0
35,1055,"HEP",25745,"1021M","Bachelor of Arts (European Studies) (Provisional Entry)",10,"0.5",0
35,1055,"HEP",25746,"11380","Graduate Diploma in International Relations",6,"1.0",0
35,1055,"HEP",25747,"11580","Master of International Relations",4,"1.5",0
35,1055,"HEP",25748,"20370","Graduate Diploma in Energy Law",6,"0.5",0
35,1055,"HEP",25749,"20380","Graduate Diploma in Correctional Management",6,"0.5",0
35,1055,"HEP",25750,"20580","Master of Correctional Management",4,"1.0",0
35,1055,"HEP",25751,"2514M","Bachelor of Landscape Architecture (Provisional Entry)",10,"0.5",0
35,1055,"HEP",25752,"25212","Graduate Certificate in Urban Design",11,"0.5",0
35,1055,"HEP",25753,"25312","Graduate Diploma in Urban Design",7,"1.0",0
35,1055,"HEP",25754,"25512","Master of Urban Design - Coursework",4,"2.0",0
35,1055,"HEP",25755,"30250","Graduate Certificate in Tertiary Teaching",11,"0.5",0
35,1055,"HEP",25756,"31602","Master of Educational Studies by Thesis & Coursework",3,"2.0",0
35,1055,"HEP",25757,"31642","Master of Education in Applied Linguistics - Thesis & Cswk",3,"2.0",0
35,1055,"HEP",25758,"4011M","Bachelor of Commerce (Provisional Entry)",10,"0.5",0
35,1055,"HEP",25759,"4012M","Bachelor of Economics (Provisional Entry)",10,"0.5",0
35,1055,"HEP",25760,"40250","Graduate Certificate in Business Communications",11,"0.5",0
35,1055,"HEP",25761,"415802","Master of Business Innovation",4,"0.8",0
35,1055,"HEP",25762,"42330","Graduate Diploma in Economics",7,"1.0",0
35,1055,"HEP",25763,"42510","Master of International Business - Coursework",4,"0.8",0
35,1055,"HEP",25764,"42550","Executive Master of Business Administration",4,"1.5",0
35,1055,"HEP",25765,"42620","Master of Economics - Coursework",4,"2.0",0
35,1055,"HEP",25766,"5011M","Bachelor of Science (Provisional Entry)",10,"0.5",0
35,1055,"HEP",25767,"5026M","Bachelor of Health Science (Provisional Entry)",10,"0.5",0
35,1055,"HEP",25768,"50850","Doctor of Psychology and Master of Science - Coursework",12,"2.0",1
35,1055,"HEP",25769,"51390","Graduate Diploma in Sport and Recreation Management",6,"1.0",0
35,1055,"HEP",25770,"51650","Master of Science and Doctor of Psychology - Research",3,"2.0",1
35,1055,"HEP",25771,"52350","Graduate Diploma in Biological Arts",7,"1.0",0
35,1055,"HEP",25772,"9114H","Bachelor of Health Science/Bachelor of Com or Ec Hon",9,"5.6",1
35,1055,"HEP",25773,"2114H","Bachelor of Laws/Bachelor of Commerce Hon",9,"5.8",1
35,1055,"HEP",25774,"5116H","Bachelor of Science/Bachelor of Engineering Honours",9,"5.1",1
35,1055,"HEP",25775,"6011H","Bachelor of Engineering Honours",9,"4.0",0
35,1055,"HEP",25776,"9011H","Bachelor of Medicine and Bachelor of Surgery Honours",9,"6.0",0
35,1055,"HEP",25777,"2513H","Bachelor of Architecture - Graduate Honours",8,"2.0",0
35,1055,"HEP",25778,"2514H","Bachelor of Landscape Architecture Honours",9,"4.0",0
35,1055,"HEP",25779,"5013H","Bachelor of Science / Bachelor of Engineering Honours",9,"5.0",1
35,1055,"HEP",25780,"2015H","Bachelor of Laws/Bachelor of Arts Honours",9,"5.0",1
35,1055,"HEP",25781,"2016H","Bachelor of Laws/Bachelor of Commerce Honours",9,"5.0",1
35,1055,"HEP",25782,"00870","Doctor of Philosophy (Joint/Double-Badged)",2,"4.0",0
35,1055,"HEP",25783,"0009N","Non-Award (Study Abroad) Course",50,"NULL",0
35,1055,"HEP",26018,"50840","Doctor of Psychology",12,"3.0",0
35,1055,"HEP",26256,"2113H","Bachelor of Musical Arts and Bachelor of Laws (Honours)",9,"6.0",1
35,1055,"HEP",26257,"6112H","Bachelor of Engineering and Bachelor of Arts (Asian Studies) (Honours)",9,"5.5",1
35,1055,"HEP",26258,"6113H","Bachelor of Engineering and Bachelor of Arts (Communication Studies) (Ho",9,"5.6",1
35,1055,"HEP",26259,"7101H","Bachelor of Science(Agriculture) and Bachelor of Economics (Honours)",9,"0.5",1
35,1055,"HEP",26260,"2118H","Bachelor of Laws - Undergraduate (Honours)",9,"4.0",0
35,1055,"HEP",26261,"6119H","Bachelor of Engineering and Bachelor of Economics (Honours)",9,"5.3",1
35,1055,"HEP",26262,"1012H","Bachelor of Music Honours",9,"4.0",0
35,1055,"HEP",26642,"9103H","Bachelor of Podiatric Medicine (Honours)",9,"1.0",0
35,1055,"HEP",26643,"12280","Graduate Certificate in International Relations",11,"0.5",0
35,1055,"HEP",26644,"52270","Graduate Certificate in Integrated Human Studies",11,"0.5",0
35,1055,"HEP",26645,"20354","Graduate Diploma in Legal Practice",7,"1.0",0
35,1055,"HEP",26646,"60592","Master of Financial Mathematics",4,"2.0",0
35,1055,"HEP",26647,"21110","Bachelor of Laws and Bachelor of Arts",10,"6.0",1
35,1055,"HEP",26824,"80150","Bachelor of Dental Science (Five Year)",10,"5.0",0
35,1055,"HEP",26837,"52520","Master of Infectious Diseases and Doctor of Philosophy - Coursework",4,"1.5",1
35,1055,"HEP",26838,"51620","Master of Forensic Science - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",26839,"60320","Graduate Diploma in Information Technology",7,"1.2",0
35,1055,"HEP",26840,"21100","Bachelor of Laws and Bachelor of Health Science",10,"6.0",1
35,1055,"HEP",26841,"90710","Master of Public Health - Research",3,"2.0",0
35,1055,"HEP",27035,"10753","Master of Social Work - Research",3,"1.0",0
35,1055,"HEP",27036,"61360","Graduate Diploma in Energy Systems Engineering",7,"1.0",0
35,1055,"HEP",27037,"91362","Graduate Diploma in Public Health",7,"1.0",0
35,1055,"HEP",27038,"21102","Bachelor of Laws and Bachelor of Health Science",10,"7.4",1
35,1055,"HEP",27039,"10750","Master of Social Work - Research",3,"2.0",0
35,1055,"HEP",27040,"91360","Graduate Diploma in Public Health",6,"1.0",0
35,1055,"HEP",27142,"51590","Master of Psychology and Doctor of Philosophy - Coursework",4,"1.5",1
35,1055,"HEP",29557,"60330","Graduate Diploma in Engineering",6,"1.0",0
35,1055,"HEP",29558,"61130","Bachelor of Engineering and Bachelor of Arts (Communication Studies)",10,"5.5",1
35,1055,"HEP",29559,"30520","Master of Educational Leadership - Coursework",4,"1.0",0
35,1055,"HEP",29560,"31650","Master of Educational Leadership - Thesis & Coursework",3,"1.0",0
35,1055,"HEP",29561,"90820","Doctor of Podiatry",2,"4.0",0
35,1055,"HEP",29562,"41650","Master of Commerce (Advanced) - Coursework",4,"2.0",0
35,1055,"HEP",29563,"11550","Master of Social Work",4,"2.0",0
35,1055,"HEP",29564,"52580","Master of Science Communication and Education - Coursework",4,"2.0",0
35,1055,"HEP",29565,"42540","Master of Business Administration (International) - Coursework",4,"2.0",0
35,1055,"HEP",29566,"53510","Master of Anatomical Sciences",4,"2.0",0
35,1055,"HEP",29567,"20590","Executive Master of Public Administration - Coursework",4,"1.3",0
35,1055,"HEP",29568,"10754","Master of Advanced Social Work - Research",3,"1.0",0
35,1055,"HEP",29569,"25610","Master of Urban Design - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",29570,"11522","Master of Applied Maritime Archaeology",4,"2.0",0
35,1055,"HEP",29571,"30243","Graduate Diploma in Educational Leadership",6,"0.5",0
35,1055,"HEP",29572,"31590","Master of Teaching (Early Childhood) - Coursework",4,"2.0",0
35,1055,"HEP",29573,"40260","Graduate Certificate in Social Impact",11,"0.5",0
35,1055,"HEP",29574,"51290","Graduate Certificate in Criminal Investigation",11,"0.5",0
35,1055,"HEP",29575,"52320","Graduate Diploma in Sleep Science",7,"1.0",0
35,1055,"HEP",29576,"52330","Graduate Diploma in Work Health and Safety",7,"1.0",0
35,1055,"HEP",29577,"70592","Master of Science (Ore Deposit Geology)",4,"1.0",0
35,1055,"HEP",29578,"71132","Bachelor of Engineering and Bachelor of Science",10,"6.0",1
35,1055,"HEP",29579,"71370","Graduate Diploma in Integrated Human Studies",6,"1.0",0
35,1055,"HEP",29580,"72270","Graduate Certificate in Integrated Human Studies",11,"0.5",0
35,1055,"HEP",29581,"72570","Master of Integrated Human Studies - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",29582,"61310","Graduate Diploma in Mathematical and Statistical Science",6,"1.0",0
35,1055,"HEP",29583,"61370","Graduate Diploma in Business and Engineering Asset Management",7,"1.0",0
35,1055,"HEP",29584,"61520","Master of Information Technology - Coursework",4,"2.0",0
35,1055,"HEP",29585,"61570","Master of Engineering Asset Management",4,"2.0",0
35,1055,"HEP",29586,"70590","Master of Science (Ore Deposit Geology)",4,"1.0",0
35,1055,"HEP",30532,"41380","Graduate Diploma in Commerce",7,"1.0",0
35,1055,"HEP",30552,"2110H","Bachelor of Laws and Bachelor of Health Science (Honours)",9,"6.0",1
35,1055,"HEP",30553,"4210H","Bachelor of Commerce and Bachelor of Music (Honours)",9,"5.3",1
35,1055,"HEP",30554,"6104H","Bachelor of Engineering and Bachelor of Music (Honours)",9,"6.8",1
35,1055,"HEP",31221,"92530","Master of Laboratory Medicine - Coursework and Dissertation",4,"1.3",0
35,1055,"HEP",31573,"11590","Master of International Journalism",4,"1.5",0
35,1055,"HEP",31574,"25530","Master of Urban Design - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",31575,"31310","Graduate Diploma in Professional Education",6,"1.0",0
35,1055,"HEP",31576,"31500","Master of Education - Coursework",4,"2.0",0
35,1055,"HEP",31577,"31670","Master of Education - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",31578,"52210","Graduate Certificate in Forensic Investigation",11,"0.5",0
35,1055,"HEP",31579,"52250","Graduate Certificate in Pharmacy Practice",11,"0.5",0
35,1055,"HEP",31580,"52390","Graduate Diploma in Criminal Investigation",6,"1.0",0
35,1055,"HEP",31581,"60450","Master of Professional Engineering Preliminary",5,"1.5",0
35,1055,"HEP",31582,"91230","Graduate Certificate in Population Health Studies",11,"0.5",0
35,1055,"HEP",31583,"BH001","Bachelor of Arts (Honours)",9,"1.0",0
35,1055,"HEP",31584,"BH002","Bachelor of Commerce (Honours)",9,"1.0",0
35,1055,"HEP",31585,"BH003","Bachelor of Design (Honours)",9,"1.0",0
35,1055,"HEP",31586,"BH004","Bachelor of Science (Honours)",9,"1.0",0
35,1055,"HEP",31587,"BH005","Bachelor of Philosophy (Honours)",9,"4.0",0
35,1055,"HEP",31588,"BP001","Bachelor of Arts",10,"3.0",0
35,1055,"HEP",31589,"BP002","Bachelor of Commerce",10,"3.0",0
35,1055,"HEP",31590,"BP003","Bachelor of Design",10,"3.0",0
35,1055,"HEP",31591,"BP004","Bachelor of Science",10,"3.0",0
35,1055,"HEP",33245,"2210H","Bachelor of Laws and Bachelor of Engineering (Honours)",9,"7.3",1
35,1055,"HEP",33259,"11262","Graduate Certificate in Mental Health Practice",11,"0.5",0
35,1055,"HEP",33260,"11552","Master of Social Work",4,"2.0",0
35,1055,"HEP",33261,"52340","Graduate Diploma in Dental Sleep Medicine",6,"1.0",0
35,1055,"HEP",33262,"91563","Master of Manual Therapy (Coursework)",4,"1.5",0
35,1055,"HEP",33263,"92550","Master of Public Health - Coursework",4,"2.0",0
35,1055,"HEP",33718,"72210","Graduate Certificate in Agricultural Science",11,"0.5",0
35,1055,"HEP",33719,"72220","Graduate Certificate in Biological Science",11,"0.5",0
35,1055,"HEP",33720,"72230","Graduate Certificate in Environmental Science",11,"0.5",0
35,1055,"HEP",33721,"72240","Graduate Certificate in Hydrogeology",11,"0.5",0
35,1055,"HEP",33722,"72250","Graduate Certificate in Geoscience",11,"0.5",0
35,1055,"HEP",33723,"72260","Graduate Certificate in Urban and Regional Planning",11,"0.5",0
35,1055,"HEP",33724,"72310","Graduate Diploma in Agricultural Science",6,"1.0",0
35,1055,"HEP",33725,"72320","Graduate Diploma in Biological Science",6,"1.0",0
35,1055,"HEP",33726,"72330","Graduate Diploma in Environmental Science",6,"1.0",0
35,1055,"HEP",33727,"72340","Graduate Diploma in Hydrogeology",6,"1.0",0
35,1055,"HEP",33728,"72350","Graduate Diploma in Geoscience",6,"1.0",0
35,1055,"HEP",33729,"72360","Graduate Diploma in Urban and Regional Planning",6,"1.0",0
35,1055,"HEP",33979,"00710","Master of Philosophy - Research",3,"2.0",0
35,1055,"HEP",33980,"11532","Master of Medieval and Early Modern Studies - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",33981,"11542","Master of Music Practitioner Studies - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",33982,"12510","Master of Professional Archaeology - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",33983,"31520","Master of Teaching - Coursework",4,"2.0",0
35,1055,"HEP",33984,"32310","Graduate Diploma in Curriculum Studies",6,"0.5",0
35,1055,"HEP",33985,"32320","Graduate Diploma in School Leadership",6,"0.5",0
35,1055,"HEP",33986,"32510","Master of Curriculum Studies - Coursework",4,"1.0",0
35,1055,"HEP",33987,"32520","Master of School Leadership - Coursework",4,"1.0",0
35,1055,"HEP",33988,"51312","Graduate Diploma in Pharmaceutical Science",7,"1.3",0
35,1055,"HEP",33989,"51612","Master of Science - Thesis and Coursework",3,"1.0",0
35,1055,"HEP",33990,"53560","Master of Physical Science - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",33991,"53580","Master of Industrial and Organisational Psychology - Coursework",4,"2.0",0
35,1055,"HEP",33992,"61550","Master of Professional Engineering",4,"2.0",0
35,1055,"HEP",33993,"72290","Graduate Certificate in Integrated Water Management",11,"0.5",0
35,1055,"HEP",33994,"72390","Graduate Diploma in Integrated Water Management",6,"1.0",0
35,1055,"HEP",33995,"72590","Master of Integrated Water Management - Coursework",4,"1.5",0
35,1055,"HEP",33996,"90240","Graduate Certificate in Emergency Medicine Research",11,"0.5",0
35,1055,"HEP",33997,"92532","Master of Laboratory Medicine - Coursework and Dissertation",4,"1.3",0
35,1055,"HEP",33998,"92560","Master of Public Health - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",33999,"DA001","Advanced Diploma in Medical and Aboriginal Health Sciences",20,"1.5",0
35,1055,"HEP",34000,"41330","Graduate Diploma in Human Resources and Employment Relations",7,"1.0",0
35,1055,"HEP",35261,"21153","Bachelor of Laws and Bachelor of Science",10,"6.3",1
35,1055,"HEP",35262,"2115H","Bachelor of Laws and Bachelor of Science (Honours)",9,"6.0",1
35,1055,"HEP",35263,"21150","Bachelor of Laws and Bachelor of Science",10,"6.0",1
35,1055,"HEP",35274,"31312","Graduate Diploma in Professional Education",6,"0.5",0
35,1055,"HEP",35275,"54570","Master of Clinical Psychology and Doctor of Philosophy - Coursework",4,"1.5",1
35,1055,"HEP",35276,"54580","Master of Industrial and Organisational Psychology and Doctor of Philosophy - Coursework",4,"1.5",1
35,1055,"HEP",35277,"54590","Master of Clinical Neuropsychology and Doctor of Philosophy - Coursework",4,"1.5",1
35,1055,"HEP",35280,"DU002","Diploma in Commerce - Undergraduate",21,"1.0",0
35,1055,"HEP",35281,"DU003","Diploma in Design - Undergraduate",21,"1.0",0
35,1055,"HEP",35282,"DU001","Diploma in Arts - Undergraduate",21,"1.0",0
35,1055,"HEP",35283,"DU004","Diploma in Science - Undergraduate",21,"1.0",0
35,1055,"HEP",35284,"11220","Diploma in Music",21,"1.0",0
35,1055,"HEP",35285,"10270","Diploma in Arts - Undergraduate",21,"1.0",0
35,1055,"HEP",35286,"1027H","Diploma in Arts - Undergraduate (Honours)",21,"1.0",0
35,1055,"HEP",35287,"1030H","Diploma in Modern Languages (Honours)",21,"1.0",0
35,1055,"HEP",35288,"10300","Diploma in Modern Languages",21,"1.0",0
35,1055,"HEP",35289,"6020H","Diploma in Information Technology (Honours)",21,"1.0",0
35,1055,"HEP",35290,"60200","Diploma in Information Technology",21,"1.1",0
